Instance,Init,Algorithm,Cost,Time_s,Deviation_%
N-t65l11xx_250,Random,Insert_First,653157,2.213535,1.965767
N-t65l11xx_250,Random,Insert_Best,651004,0.677620,2.288917
N-t65l11xx_250,CW,Transpose_First,540729,0.000007,18.840412
N-t65l11xx_250,CW,Transpose_Best,540744,0.000010,18.838161
N-t65l11xx_250,CW,Exchange_First,654025,2.722951,1.835486
N-t65l11xx_250,CW,Exchange_Best,650066,0.486250,2.429704
N-t65l11xx_250,CW,Insert_First,654532,1.803498,1.759389
N-t65l11xx_250,CW,Insert_Best,655620,0.577073,1.596088
N-t65l11xx_250,CW,VND_TEI,656564,2.793579,1.454400
N-t65l11xx_250,CW,VND_TIE,657237,1.775988,1.353388
N-t65n11xx_150,Random,Transpose_First,342935,0.000007,37.731169
N-t65n11xx_150,Random,Transpose_Best,346166,0.000008,37.144497
N-t65n11xx_150,Random,Exchange_First,535610,0.346652,2.745977
N-t65n11xx_150,Random,Exchange_Best,531415,0.055556,3.507689
N-t65n11xx_150,Random,Insert_First,540462,0.347933,1.864969
N-t65n11xx_150,Random,Insert_Best,539303,0.091360,2.075416
N-t65n11xx_150,CW,Transpose_First,444448,0.000005,19.298825
N-t65n11xx_150,CW,Transpose_Best,445370,0.000008,19.131412
N-t65n11xx_150,CW,Exchange_First,540137,0.263322,1.923981
N-t65n11xx_150,CW,Exchange_Best,537067,0.048655,2.481420
N-t65n11xx_150,CW,Insert_First,541772,0.220585,1.627104
N-t65n11xx_150,CW,Insert_Best,542739,0.078442,1.451520
N-t65n11xx_150,CW,VND_TEI,543370,0.275456,1.336945
N-t65n11xx_150,CW,VND_TIE,544280,0.245693,1.171711
N-t65n11xx_250,Random,Transpose_First,952838,0.000012,33.338231
N-t65n11xx_250,Random,Transpose_Best,955134,0.000019,33.177600
N-t65n11xx_250,Random,Exchange_First,1390315,3.807695,2.731778
N-t65n11xx_250,Random,Exchange_Best,1373112,0.619227,3.935322
N-t65n11xx_250,Random,Insert_First,1395804,3.361423,2.347761
N-t65n11xx_250,Random,Insert_Best,1388620,0.645375,2.850363
N-t65n11xx_250,CW,Transpose_First,1187218,0.000016,16.940705
N-t65n11xx_250,CW,Transpose_Best,1193356,0.000026,16.511283
N-t65n11xx_250,CW,Exchange_First,1401022,2.966565,1.982703
N-t65n11xx_250,CW,Exchange_Best,1394916,0.575669,2.409886
N-t65n11xx_250,CW,Insert_First,1408683,2.308427,1.446729
N-t65n11xx_250,CW,Insert_Best,1400567,0.587335,2.014535
N-t65n11xx_250,CW,VND_TEI,1412240,3.543851,1.197877
N-t65n11xx_250,CW,VND_TIE,1412965,2.168057,1.147155
N-t69r11xx_150,Random,Transpose_First,7600701,0.000006,35.891291
N-t69r11xx_150,Random,Transpose_Best,7609678,0.000008,35.815574
N-t69r11xx_150,Random,Exchange_First,11426358,0.283877,3.623486
N-t69r11xx_150,Random,Exchange_Best,11418554,0.063842,3.689310
N-t69r11xx_150,Random,Insert_First,11590407,0.273515,2.239802
N-t69r11xx_150,Random,Insert_Best,11597668,0.073893,2.178559
N-t69r11xx_150,CW,Transpose_First,9684776,0.000004,18.312997
N-t69r11xx_150,CW,Transpose_Best,9698234,0.000006,18.199484
N-t69r11xx_150,CW,Exchange_First,11531126,0.269994,2.739813
N-t69r11xx_150,CW,Exchange_Best,11463500,0.052879,3.310209
N-t69r11xx_150,CW,Insert_First,11544988,0.219065,2.622892
N-t69r11xx_150,CW,Insert_Best,11597493,0.070773,2.180035
N-t69r11xx_150,CW,VND_TEI,11559482,0.305481,2.500642
N-t69r11xx_150,CW,VND_TIE,11602495,0.225391,2.137845
N-t69r11xx_250,Random,Transpose_First,21060290,0.000012,33.805826
N-t69r11xx_250,Random,Transpose_Best,21165097,0.000020,33.476409
N-t69r11xx_250,Random,Exchange_First,30982032,4.347913,2.620999
N-t69r11xx_250,Random,Exchange_Best,30474224,0.600052,4.217080
N-t69r11xx_250,Random,Insert_First,31210160,3.493930,1.903974
N-t69r11xx_250,Random,Insert_Best,30985808,0.682342,2.609130
N-t69r11xx_250,CW,Transpose_First,25827396,0.000012,18.822431
N-t69r11xx_250,CW,Transpose_Best,25873737,0.000018,18.676778
N-t69r11xx_250,CW,Exchange_First,31021897,3.302608,2.495700
N-t69r11xx_250,CW,Exchange_Best,30841759,0.583508,3.061888
N-t69r11xx_250,CW,Insert_First,31206836,2.555817,1.914422
N-t69r11xx_250,CW,Insert_Best,31200456,0.651170,1.934475
N-t69r11xx_250,CW,VND_TEI,31134305,4.042593,2.142392
N-t69r11xx_250,CW,VND_TIE,31212193,2.349649,1.897584
N-t70b11xx_150,Random,Transpose_First,6051685,0.000007,37.270225
N-t70b11xx_150,Random,Transpose_Best,6107362,0.000011,36.693096
N-t70b11xx_150,Random,Exchange_First,9387680,0.268659,2.690399
N-t70b11xx_150,Random,Exchange_Best,9287815,0.055850,3.725567
N-t70b11xx_150,Random,Insert_First,9434392,0.296287,2.206198
N-t70b11xx_150,Random,Insert_Best,9420264,0.084106,2.352644
N-t70b11xx_150,CW,Transpose_First,8178936,0.000007,15.219842
N-t70b11xx_150,CW,Transpose_Best,8156467,0.000008,15.452748
N-t70b11xx_150,CW,Exchange_First,9406290,0.233075,2.497494
N-t70b11xx_150,CW,Exchange_Best,9346931,0.047884,3.112790
N-t70b11xx_150,CW,Insert_First,9436129,0.188067,2.188193
N-t70b11xx_150,CW,Insert_Best,9437109,0.063728,2.178035
N-t70b11xx_150,CW,VND_TEI,9464594,0.259389,1.893134
N-t70b11xx_150,CW,VND_TIE,9492532,0.189345,1.603538
N-t70b11xx_250,Random,Transpose_First,16816083,0.000012,33.802885
N-t70b11xx_250,Random,Transpose_Best,16847159,0.000025,33.680553
N-t70b11xx_250,Random,Exchange_First,24607212,3.619405,3.132825
N-t70b11xx_250,Random,Exchange_Best,24549727,0.650533,3.359117
N-t70b11xx_250,Random,Insert_First,25041550,3.661344,1.423038
N-t70b11xx_250,Random,Insert_Best,24902582,0.737163,1.970091
N-t70b11xx_250,CW,Transpose_First,21206887,0.000014,16.518327
N-t70b11xx_250,CW,Transpose_Best,21208714,0.000025,16.511135
N-t70b11xx_250,CW,Exchange_First,24683110,3.504286,2.834050
N-t70b11xx_250,CW,Exchange_Best,24422848,0.562485,3.858581
N-t70b11xx_250,CW,Insert_First,24961125,2.710000,1.739634
N-t70b11xx_250,CW,Insert_Best,24859437,0.649876,2.139932
N-t70b11xx_250,CW,VND_TEI,24851743,3.676733,2.170220
N-t70b11xx_250,CW,VND_TIE,24965664,2.626972,1.721766
N-t70d11xn_150,Random,Transpose_First,3608392,0.000008,38.054919
N-t70d11xn_150,Random,Transpose_Best,3608272,0.000014,38.056980
N-t70d11xn_150,Random,Exchange_First,5632012,0.349991,3.315539
N-t70d11xn_150,Random,Exchange_Best,5581792,0.072778,4.177663
N-t70d11xn_150,Random,Insert_First,5738585,0.403953,1.486005
N-t70d11xn_150,Random,Insert_Best,5651154,0.088456,2.986929
N-t70d11xn_150,CW,Transpose_First,4871242,0.000007,16.375638
N-t70d11xn_150,CW,Transpose_Best,4898826,0.000014,15.902105
N-t70d11xn_150,CW,Exchange_First,5673764,0.287964,2.598784
N-t70d11xn_150,CW,Exchange_Best,5662059,0.062661,2.799723
N-t70d11xn_150,CW,Insert_First,5723354,0.263682,1.747475
N-t70d11xn_150,CW,Insert_Best,5742649,0.073658,1.416239
N-t70d11xn_150,CW,VND_TEI,5693935,0.295306,2.252510
N-t70d11xn_150,CW,VND_TIE,5696765,0.253208,2.203927
N-t70d11xn_250,Random,Transpose_First,10647818,0.000019,29.981102
N-t70d11xn_250,Random,Transpose_Best,10690780,0.000034,29.698588
N-t70d11xn_250,Random,Exchange_First,14702964,4.304696,3.314900
N-t70d11xn_250,Random,Exchange_Best,14630692,0.674393,3.790153
N-t70d11xn_250,Random,Insert_First,14899122,3.772448,2.024987
N-t70d11xn_250,Random,Insert_Best,14903631,0.756377,1.995336
N-t70d11xn_250,CW,Transpose_First,12884232,0.000018,15.274685
N-t70d11xn_250,CW,Transpose_Best,12890728,0.000032,15.231968
N-t70d11xn_250,CW,Exchange_First,14903053,3.939296,1.999137
N-t70d11xn_250,CW,Exchange_Best,14753135,0.517874,2.984981
N-t70d11xn_250,CW,Insert_First,15007824,3.060289,1.310174
N-t70d11xn_250,CW,Insert_Best,14947243,0.612815,1.708548
N-t70d11xn_250,CW,VND_TEI,14995073,3.875044,1.394023
N-t70d11xn_250,CW,VND_TIE,14978841,2.799100,1.500763
N-t70d11xx_150,Random,Transpose_First,4283429,0.000008,30.623494
N-t70d11xx_150,Random,Transpose_Best,4258714,0.000012,31.023790
N-t70d11xx_150,Random,Exchange_First,5968613,0.335070,3.329431
N-t70d11xx_150,Random,Exchange_Best,5913842,0.067610,4.216529
N-t70d11xx_150,Random,Insert_First,6029183,0.382659,2.348410
N-t70d11xx_150,Random,Insert_Best,6019988,0.088671,2.497336
N-t70d11xx_150,CW,Transpose_First,5255372,0.000007,14.881430
N-t70d11xx_150,CW,Transpose_Best,5273912,0.000011,14.581147
N-t70d11xx_150,CW,Exchange_First,6004424,0.286245,2.749419
N-t70d11xx_150,CW,Exchange_Best,5981468,0.052677,3.121225
N-t70d11xx_150,CW,Insert_First,6037958,0.260941,2.206286
N-t70d11xx_150,CW,Insert_Best,6038324,0.073855,2.200358
N-t70d11xx_150,CW,VND_TEI,6051643,0.298700,1.984637
N-t70d11xx_150,CW,VND_TIE,6059146,0.224244,1.863114
N-t70d11xx_250,Random,Transpose_First,11072864,0.000019,30.969652
N-t70d11xx_250,Random,Transpose_Best,11066730,0.000034,31.007893
N-t70d11xx_250,Random,Exchange_First,15546031,4.447115,3.083075
N-t70d11xx_250,Random,Exchange_Best,15410487,0.749345,3.928083
N-t70d11xx_250,Random,Insert_First,15716652,3.760982,2.019392
N-t70d11xx_250,Random,Insert_Best,15576665,0.657377,2.892097
N-t70d11xx_250,CW,Transpose_First,13628028,0.000017,15.040272
N-t70d11xx_250,CW,Transpose_Best,13671964,0.000029,14.766367
N-t70d11xx_250,CW,Exchange_First,15627058,3.815656,2.577938
N-t70d11xx_250,CW,Exchange_Best,15529347,0.534616,3.187087
N-t70d11xx_250,CW,Insert_First,15836346,3.047800,1.273196
N-t70d11xx_250,CW,Insert_Best,15734158,0.595714,1.910256
N-t70d11xx_250,CW,VND_TEI,15735237,3.756435,1.903529
N-t70d11xx_250,CW,VND_TIE,15750632,3.074781,1.807554
N-t70f11xx_150,Random,Transpose_First,3241715,0.000007,37.055263
N-t70f11xx_150,Random,Transpose_Best,3248829,0.000024,36.917130
N-t70f11xx_150,Random,Exchange_First,4944910,0.277012,3.984139
N-t70f11xx_150,Random,Exchange_Best,4932812,0.058348,4.219047
N-t70f11xx_150,Random,Insert_First,5037388,0.301364,2.188483
N-t70f11xx_150,Random,Insert_Best,5053851,0.092378,1.868819
N-t70f11xx_150,CW,Transpose_First,4252600,0.000005,17.426798
N-t70f11xx_150,CW,Transpose_Best,4235305,0.000007,17.762617
N-t70f11xx_150,CW,Exchange_First,4994095,0.239003,3.029108
N-t70f11xx_150,CW,Exchange_Best,4975522,0.060835,3.389742
N-t70f11xx_150,CW,Insert_First,5072879,0.212696,1.499350
N-t70f11xx_150,CW,Insert_Best,5045196,0.076278,2.036874
N-t70f11xx_150,CW,VND_TEI,5041409,0.263156,2.110407
N-t70f11xx_150,CW,VND_TIE,5056434,0.223091,1.818665
N-t70f11xx_250,Random,Transpose_First,9423977,0.000015,30.635335
N-t70f11xx_250,Random,Transpose_Best,9434609,0.000027,30.557079
N-t70f11xx_250,Random,Exchange_First,13162843,3.463591,3.115618
N-t70f11xx_250,Random,Exchange_Best,13023711,0.490782,4.139691
N-t70f11xx_250,Random,Insert_First,13302080,3.441768,2.090771
N-t70f11xx_250,Random,Insert_Best,13235429,0.706345,2.581352
N-t70f11xx_250,CW,Transpose_First,11565346,0.000023,14.873906
N-t70f11xx_250,CW,Transpose_Best,11569596,0.000026,14.842624
N-t70f11xx_250,CW,Exchange_First,13266010,3.108963,2.356262
N-t70f11xx_250,CW,Exchange_Best,13100613,0.615092,3.573658
N-t70f11xx_250,CW,Insert_First,13374442,2.400068,1.558155
N-t70f11xx_250,CW,Insert_Best,13338176,0.629065,1.825089
N-t70f11xx_250,CW,VND_TEI,13340322,3.231579,1.809293
N-t70f11xx_250,CW,VND_TIE,13339759,2.363391,1.813437
N-t70l11xx_150,Random,Transpose_First,271234,0.000005,37.913117
N-t70l11xx_150,Random,Transpose_Best,271234,0.000006,37.913117
N-t70l11xx_150,Random,Exchange_First,422865,0.266226,3.203987
N-t70l11xx_150,Random,Exchange_Best,419713,0.049859,3.925496
N-t70l11xx_150,Random,Insert_First,426305,0.185937,2.416553
N-t70l11xx_150,Random,Insert_Best,424035,0.074853,2.936167
N-t70l11xx_150,CW,Transpose_First,354093,0.000003,18.946258
N-t70l11xx_150,CW,Transpose_Best,354319,0.000003,18.894525
N-t70l11xx_150,CW,Exchange_First,421662,0.225571,3.479360
N-t70l11xx_150,CW,Exchange_Best,425072,0.061365,2.698793
N-t70l11xx_150,CW,Insert_First,428097,0.150880,2.006354
N-t70l11xx_150,CW,Insert_Best,425581,0.083559,2.582280
N-t70l11xx_150,CW,VND_TEI,425119,0.211222,2.688034
N-t70l11xx_150,CW,VND_TIE,425804,0.169428,2.531234
N-t70l11xx_250,Random,Transpose_First,670363,0.000007,39.776647
N-t70l11xx_250,Random,Transpose_Best,670421,0.000010,39.771437
N-t70l11xx_250,Random,Exchange_First,1087354,3.440399,2.315457
N-t70l11xx_250,Random,Exchange_Best,1074060,0.565569,3.509749
N-t70l11xx_250,Random,Insert_First,1082827,2.307125,2.722149
N-t70l11xx_250,Random,Insert_Best,1081829,0.669359,2.811806
N-t70l11xx_250,CW,Transpose_First,903613,0.000012,18.822184
N-t70l11xx_250,CW,Transpose_Best,903929,0.000008,18.793796
N-t70l11xx_250,CW,Exchange_First,1083602,2.900115,2.652525
N-t70l11xx_250,CW,Exchange_Best,1086459,0.524067,2.395861
N-t70l11xx_250,CW,Insert_First,1085951,1.847266,2.441498
N-t70l11xx_250,CW,Insert_Best,1094546,0.565223,1.669350
N-t70l11xx_250,CW,VND_TEI,1091239,3.054859,1.966441
N-t70l11xx_250,CW,VND_TIE,1090238,1.946024,2.056367
N-t70n11xx_150,Random,Transpose_First,593115,0.000007,37.495324
N-t70n11xx_150,Random,Transpose_Best,594016,0.000009,37.400373
N-t70n11xx_150,Random,Exchange_First,917529,0.381547,3.307363
N-t70n11xx_150,Random,Exchange_Best,910062,0.060208,4.094264
N-t70n11xx_150,Random,Insert_First,929342,0.375809,2.062465
N-t70n11xx_150,Random,Insert_Best,923600,0.084872,2.667579
N-t70n11xx_150,CW,Transpose_First,805639,0.000006,15.098750
N-t70n11xx_150,CW,Transpose_Best,802999,0.000008,15.376963
N-t70n11xx_150,CW,Exchange_First,918164,0.255405,3.240445
N-t70n11xx_150,CW,Exchange_Best,922717,0.062176,2.760632
N-t70n11xx_150,CW,Insert_First,928932,0.283362,2.105672
N-t70n11xx_150,CW,Insert_Best,930033,0.071738,1.989645
N-t70n11xx_150,CW,VND_TEI,927270,0.261027,2.280820
N-t70n11xx_150,CW,VND_TIE,928460,0.233934,2.155414
N-t70n11xx_250,Random,Transpose_First,1650484,0.000017,32.478696
N-t70n11xx_250,Random,Transpose_Best,1663338,0.000026,31.952839
N-t70n11xx_250,Random,Exchange_First,2377866,4.132726,2.721497
N-t70n11xx_250,Random,Exchange_Best,2348357,0.643059,3.928710
N-t70n11xx_250,Random,Insert_First,2376681,3.233126,2.769975
N-t70n11xx_250,Random,Insert_Best,2379500,0.688406,2.654650
N-t70n11xx_250,CW,Transpose_First,2044430,0.000015,16.362364
N-t70n11xx_250,CW,Transpose_Best,2045930,0.000032,16.300999
N-t70n11xx_250,CW,Exchange_First,2378666,2.956892,2.688769
N-t70n11xx_250,CW,Exchange_Best,2364065,0.496269,3.286096
N-t70n11xx_250,CW,Insert_First,2398204,2.419764,1.889469
N-t70n11xx_250,CW,Insert_Best,2398059,0.612880,1.895401
N-t70n11xx_250,CW,VND_TEI,2407962,3.920967,1.490270
N-t70n11xx_250,CW,VND_TIE,2408777,2.357123,1.456928
N-t74d11xx_150,Random,Transpose_First,6301767,0.000008,32.931700
N-t74d11xx_150,Random,Transpose_Best,6315715,0.000015,32.783254
N-t74d11xx_150,Random,Exchange_First,9119373,0.368412,2.944548
N-t74d11xx_150,Random,Exchange_Best,9024253,0.070612,3.956889
N-t74d11xx_150,Random,Insert_First,9226556,0.302758,1.803823
N-t74d11xx_150,Random,Insert_Best,9178343,0.090391,2.316943
N-t74d11xx_150,CW,Transpose_First,8018672,0.000007,14.659063
N-t74d11xx_150,CW,Transpose_Best,8054027,0.000011,14.282788
N-t74d11xx_150,CW,Exchange_First,9175355,0.268698,2.348744
N-t74d11xx_150,CW,Exchange_Best,9082795,0.058831,3.333839
N-t74d11xx_150,CW,Insert_First,9254523,0.240526,1.506176
N-t74d11xx_150,CW,Insert_Best,9223866,0.076431,1.832452
N-t74d11xx_150,CW,VND_TEI,9170540,0.251848,2.399989
N-t74d11xx_150,CW,VND_TIE,9252315,0.215325,1.529676
N-t74d11xx_250,Random,Transpose_First,16783671,0.000017,31.299635
N-t74d11xx_250,Random,Transpose_Best,16804434,0.000027,31.214646
N-t74d11xx_250,Random,Exchange_First,23768286,4.331668,2.709608
N-t74d11xx_250,Random,Exchange_Best,23637725,0.565589,3.244031
N-t74d11xx_250,Random,Insert_First,23983218,3.498409,1.829830
N-t74d11xx_250,Random,Insert_Best,23934297,0.691411,2.030077
N-t74d11xx_250,CW,Transpose_First,20812545,0.000022,14.808301
N-t74d11xx_250,CW,Transpose_Best,20848170,0.000038,14.662478
N-t74d11xx_250,CW,Exchange_First,23962060,3.665256,1.916436
N-t74d11xx_250,CW,Exchange_Best,23809597,0.495277,2.540510
N-t74d11xx_250,CW,Insert_First,24038567,2.882901,1.603271
N-t74d11xx_250,CW,Insert_Best,24025325,0.557069,1.657474
N-t74d11xx_250,CW,VND_TEI,24089767,3.972878,1.393694
N-t74d11xx_250,CW,VND_TIE,23953138,2.705918,1.952956
N-t75d11xx_150,Random,Transpose_First,6114949,0.000008,36.580998
N-t75d11xx_150,Random,Transpose_Best,6140219,0.000014,36.318919
N-t75d11xx_150,Random,Exchange_First,9389095,0.366011,2.624366
N-t75d11xx_150,Random,Exchange_Best,9232902,0.068718,4.244265
N-t75d11xx_150,Random,Insert_First,9344694,0.350977,3.084855
N-t75d11xx_150,Random,Insert_Best,9431092,0.083416,2.188809
N-t75d11xx_150,CW,Transpose_First,8294865,0.000009,13.972780
N-t75d11xx_150,CW,Transpose_Best,8292070,0.000015,14.001767
N-t75d11xx_150,CW,Exchange_First,9505942,0.311244,1.412529
N-t75d11xx_150,CW,Exchange_Best,9319958,0.055572,3.341395
N-t75d11xx_150,CW,Insert_First,9556284,0.266551,0.890425
N-t75d11xx_150,CW,Insert_Best,9449956,0.067329,1.993167
N-t75d11xx_150,CW,VND_TEI,9544459,0.327441,1.013063
N-t75d11xx_150,CW,VND_TIE,9542513,0.209208,1.033246
N-t75d11xx_250,Random,Transpose_First,17653655,0.000016,29.433532
N-t75d11xx_250,Random,Transpose_Best,17673167,0.000030,29.355537
N-t75d11xx_250,Random,Exchange_First,24450066,4.613615,2.266425
N-t75d11xx_250,Random,Exchange_Best,24259091,0.614393,3.029805
N-t75d11xx_250,Random,Insert_First,24512916,3.557943,2.015197
N-t75d11xx_250,Random,Insert_Best,24461041,0.780783,2.222555
N-t75d11xx_250,CW,Transpose_First,21446440,0.000016,14.272737
N-t75d11xx_250,CW,Transpose_Best,21507458,0.000028,14.028831
N-t75d11xx_250,CW,Exchange_First,24489542,3.669003,2.108629
N-t75d11xx_250,CW,Exchange_Best,24270498,0.438835,2.984208
N-t75d11xx_250,CW,Insert_First,24616380,2.804512,1.601623
N-t75d11xx_250,CW,Insert_Best,24665920,0.658262,1.403598
N-t75d11xx_250,CW,VND_TEI,24594987,3.646409,1.687137
N-t75d11xx_250,CW,VND_TIE,24735530,2.586279,1.125348
N-t75e11xx_150,Random,Transpose_First,26841183,0.000008,35.431661
N-t75e11xx_150,Random,Transpose_Best,26969136,0.000010,35.123861
N-t75e11xx_150,Random,Exchange_First,40263882,0.385445,3.142422
N-t75e11xx_150,Random,Exchange_Best,40126202,0.068137,3.473621
N-t75e11xx_150,Random,Insert_First,40527132,0.350219,2.509156
N-t75e11xx_150,Random,Insert_Best,40530365,0.075139,2.501379
N-t75e11xx_150,CW,Transpose_First,35541961,0.000008,14.501333
N-t75e11xx_150,CW,Transpose_Best,35602963,0.000012,14.354588
N-t75e11xx_150,CW,Exchange_First,40475444,0.301566,2.633495
N-t75e11xx_150,CW,Exchange_Best,40424387,0.062219,2.756316
N-t75e11xx_150,CW,Insert_First,40778700,0.251783,1.903992
N-t75e11xx_150,CW,Insert_Best,40612705,0.062449,2.303304
N-t75e11xx_150,CW,VND_TEI,40936945,0.335408,1.523322
N-t75e11xx_150,CW,VND_TIE,40808241,0.238471,1.832929
N-t75e11xx_250,Random,Transpose_First,73890813,0.000013,30.861671
N-t75e11xx_250,Random,Transpose_Best,74221068,0.000024,30.552658
N-t75e11xx_250,Random,Exchange_First,103832819,4.709479,2.845465
N-t75e11xx_250,Random,Exchange_Best,102647081,0.534100,3.954939
N-t75e11xx_250,Random,Insert_First,103898406,3.920412,2.784097
N-t75e11xx_250,Random,Insert_Best,103649949,0.681585,3.016573
N-t75e11xx_250,CW,Transpose_First,89900236,0.000019,15.881937
N-t75e11xx_250,CW,Transpose_Best,90179995,0.000027,15.620171
N-t75e11xx_250,CW,Exchange_First,103913398,4.014999,2.770069
N-t75e11xx_250,CW,Exchange_Best,103506909,0.597491,3.150413
N-t75e11xx_250,CW,Insert_First,105079161,2.857400,1.679285
N-t75e11xx_250,CW,Insert_Best,104403502,0.650985,2.311487
N-t75e11xx_250,CW,VND_TEI,104422500,3.804036,2.293711
N-t75e11xx_250,CW,VND_TIE,105407565,2.755135,1.372003
N-t75k11xx_150,Random,Transpose_First,995065,0.000007,35.452285
N-t75k11xx_150,Random,Transpose_Best,1004913,0.000029,34.813466
N-t75k11xx_150,Random,Exchange_First,1500214,0.326787,2.684361
N-t75k11xx_150,Random,Exchange_Best,1483168,0.058543,3.790098
N-t75k11xx_150,Random,Insert_First,1513972,0.307550,1.791909
N-t75k11xx_150,Random,Insert_Best,1505459,0.075374,2.344129
N-t75k11xx_150,CW,Transpose_First,1288571,0.000006,16.413185
N-t75k11xx_150,CW,Transpose_Best,1291590,0.000008,16.217349
N-t75k11xx_150,CW,Exchange_First,1506927,0.268474,2.248903
N-t75k11xx_150,CW,Exchange_Best,1498656,0.057706,2.785425
N-t75k11xx_150,CW,Insert_First,1528025,0.264426,0.880321
N-t75k11xx_150,CW,Insert_Best,1512337,0.074312,1.897968
N-t75k11xx_150,CW,VND_TEI,1516688,0.331570,1.615728
N-t75k11xx_150,CW,VND_TIE,1521575,0.252509,1.298719
N-t75k11xx_250,Random,Transpose_First,2828312,0.000012,30.913133
N-t75k11xx_250,Random,Transpose_Best,2834368,0.000022,30.765204
N-t75k11xx_250,Random,Exchange_First,3975634,3.759255,2.887625
N-t75k11xx_250,Random,Exchange_Best,3925608,0.664645,4.109604
N-t75k11xx_250,Random,Insert_First,3999380,3.444036,2.307584
N-t75k11xx_250,Random,Insert_Best,3981840,0.738167,2.736032
N-t75k11xx_250,CW,Transpose_First,3464585,0.000013,15.370963
N-t75k11xx_250,CW,Transpose_Best,3465859,0.000024,15.339843
N-t75k11xx_250,CW,Exchange_First,3986477,3.057521,2.622764
N-t75k11xx_250,CW,Exchange_Best,3978431,0.566011,2.819303
N-t75k11xx_250,CW,Insert_First,4025664,2.383015,1.665548
N-t75k11xx_250,CW,Insert_Best,4029058,0.601877,1.582643
N-t75k11xx_250,CW,VND_TEI,4029976,3.478333,1.560219
N-t75k11xx_250,CW,VND_TIE,4025096,2.664394,1.679422
N-t75n11xx_150,Random,Transpose_First,1081423,0.000007,37.959571
N-t75n11xx_150,Random,Transpose_Best,1081998,0.000008,37.926583
N-t75n11xx_150,Random,Exchange_First,1682018,0.318844,3.503884
N-t75n11xx_150,Random,Exchange_Best,1663955,0.065865,4.540145
N-t75n11xx_150,Random,Insert_First,1712107,0.374683,1.777701
N-t75n11xx_150,Random,Insert_Best,1703052,0.073939,2.297180
N-t75n11xx_150,CW,Transpose_First,1456478,0.000008,16.442946
N-t75n11xx_150,CW,Transpose_Best,1460389,0.000012,16.218575
N-t75n11xx_150,CW,Exchange_First,1693425,0.266082,2.849473
N-t75n11xx_150,CW,Exchange_Best,1678466,0.054540,3.707660
N-t75n11xx_150,CW,Insert_First,1709911,0.286352,1.903684
N-t75n11xx_150,CW,Insert_Best,1699696,0.081167,2.489711
N-t75n11xx_150,CW,VND_TEI,1707120,0.341254,2.063801
N-t75n11xx_150,CW,VND_TIE,1705226,0.200210,2.172459
N-t75n11xx_250,Random,Transpose_First,2977188,0.000012,34.204947
N-t75n11xx_250,Random,Transpose_Best,2980519,0.000020,34.131333
N-t75n11xx_250,Random,Exchange_First,4394870,3.743879,2.874556
N-t75n11xx_250,Random,Exchange_Best,4378591,0.570653,3.234318
N-t75n11xx_250,Random,Insert_First,4424908,3.065494,2.210724
N-t75n11xx_250,Random,Insert_Best,4413313,0.765818,2.466971
N-t75n11xx_250,CW,Transpose_First,3804768,0.000019,15.915652
N-t75n11xx_250,CW,Transpose_Best,3811786,0.000027,15.760556
N-t75n11xx_250,CW,Exchange_First,4424166,3.897938,2.227122
N-t75n11xx_250,CW,Exchange_Best,4390373,0.568732,2.973939
N-t75n11xx_250,CW,Insert_First,4445642,2.341421,1.752509
N-t75n11xx_250,CW,Insert_Best,4426053,0.574776,2.185420
N-t75n11xx_250,CW,VND_TEI,4439013,3.415285,1.899008
N-t75n11xx_250,CW,VND_TIE,4446104,2.201082,1.742299
N-tiw56n54_150,Random,Transpose_First,575639,0.000007,31.303487
N-tiw56n54_150,Random,Transpose_Best,575431,0.000013,31.328309
N-tiw56n54_150,Random,Exchange_First,815329,0.306287,2.698984
N-tiw56n54_150,Random,Exchange_Best,810031,0.065361,3.331245
N-tiw56n54_150,Random,Insert_First,825536,0.334669,1.480885
N-tiw56n54_150,Random,Insert_Best,821525,0.097621,1.959556
N-tiw56n54_150,CW,Transpose_First,714779,0.000006,14.698578
N-tiw56n54_150,CW,Transpose_Best,717943,0.000009,14.320988
N-tiw56n54_150,CW,Exchange_First,820030,0.285584,2.137968
N-tiw56n54_150,CW,Exchange_Best,810451,0.055296,3.281122
N-tiw56n54_150,CW,Insert_First,827045,0.231271,1.300801
N-tiw56n54_150,CW,Insert_Best,820908,0.068660,2.033188
N-tiw56n54_150,CW,VND_TEI,823001,0.288972,1.783411
N-tiw56n54_150,CW,VND_TIE,823895,0.202819,1.676721
N-tiw56n54_250,Random,Transpose_First,1447533,0.000026,31.028014
N-tiw56n54_250,Random,Transpose_Best,1447913,0.000036,31.009908
N-tiw56n54_250,Random,Exchange_First,2047572,4.275318,2.437383
N-tiw56n54_250,Random,Exchange_Best,2028934,0.641434,3.325446
N-tiw56n54_250,Random,Insert_First,2055668,3.544946,2.051626
N-tiw56n54_250,Random,Insert_Best,2054279,0.743034,2.117809
N-tiw56n54_250,CW,Transpose_First,1808562,0.000019,13.825721
N-tiw56n54_250,CW,Transpose_Best,1812400,0.000026,13.642848
N-tiw56n54_250,CW,Exchange_First,2052945,3.074783,2.181371
N-tiw56n54_250,CW,Exchange_Best,2033634,0.469232,3.101501
N-tiw56n54_250,CW,Insert_First,2064302,2.526185,1.640233
